scope_type,scope_name,representation,n,median_drift,mad_drift,p95_drift,p99_drift,mean_drift,std_drift,min_drift,max_drift,cssi,tsi_p95,tsi_p99
WORK,JOE,R1,73,0.05819311630209245,0.029868663594426748,0.14751931861552048,0.19535667446750427,0.07165118176998594,0.04815761242063785,2.220446049250313e-16,0.28113967255443173,0.9418068836979075,0.8524806813844795,0.8046433255324957
WORK,JON,R0,48,0.1001872033039009,0.055145202660440595,0.23800077500067676,0.2712075489700537,0.09917869334587494,0.06950602380632026,0.010763295151185015,0.2878114225173253,0.8998127966960991,0.7619992249993233,0.7287924510299463
WORK,JON,R1,48,0.1001872033039009,0.055145202660440595,0.23800077500067676,0.2712075489700537,0.09917869334587494,0.06950602380632026,0.010763295151185015,0.2878114225173253,0.8998127966960991,0.7619992249993233,0.7287924510299463
WORK,JOS,R0,658,0.0680885098018254,0.03861965125532535,0.20473694882669136,0.25477430682400143,0.07941599376871933,0.060809633823723896,0.0,0.3499371918114649,0.9319114901981747,0.7952630511733086,0.7452256931759986
WORK,JOS,R1,658,0.0680885098018254,0.03861965125532535,0.20473694882669136,0.25477430682400143,0.07941599376871933,0.060809633823723896,0.0,0.3499371918114649,0.9319114901981747,0.7952630511733086,0.7452256931759986
WORK,JUD,R0,25,0.06457264371899851,0.021491402005087368,0.1348018158384863,0.18120471563470253,0.07308470972662137,0.04226101255891803,0.012967867336562744,0.1955231539629565,0.9354273562810015,0.8651981841615137,0.8187952843652975
WORK,JUD,R1,25,0.06457264371899851,0.021491402005087368,0.1348018158384863,0.18120471563470253,0.07308470972662137,0.04226101255891803,0.012967867336562744,0.1955231539629565,0.9354273562810015,0.8651981841615137,0.8187952843652975
WORK,LAM,R0,154,0.0549752501082309,0.03524292742947088,0.1679356922785318,0.2938539035754291,0.07192919201528888,0.06259991549537683,0.0,0.419691661490041,0.9450247498917691,0.8320643077214682,0.7061460964245709
WORK,LAM,R1,154,0.0549752501082309,0.03524292742947088,0.1679356922785318,0.2938539035754291,0.07192919201528888,0.06259991549537683,0.0,0.419691661490041,0.9450247498917691,0.8320643077214682,0.7061460964245709
WORK,LEV,R0,859,0.04971811733256992,0.024701450009819714,0.15205785980949746,0.25369371380594263,0.06056194523081677,0.04940547046996552,0.0,0.5034481012215494,0.9502818826674301,0.8479421401905025,0.7463062861940574
WORK,LEV,R1,859,0.04971811733256992,0.024701450009819714,0.15205785980949746,0.25369371380594263,0.06056194523081677,0.04940547046996552,0.0,0.5034481012215494,0.9502818826674301,0.8479421401905025,0.7463062861940574
WORK,LUK,R0,1151,0.06500957333113133,0.037291985345972556,0.19040939707918064,0.24257500042647862,0.07697230662062611,0.05859322801134645,0.0,0.46528417106164954,0.9349904266688687,0.8095906029208193,0.7574249995735214
WORK,LUK,R1,1151,0.06500957333113133,0.037291985345972556,0.19040939707918064,0.24257500042647862,0.07697230662062611,0.05859322801134645,0.0,0.46528417106164954,0.9349904266688687,0.8095906029208193,0.7574249995735214
WORK,MAL,R0,55,0.07516091016963333,0.032119227039739795,0.16228177726661772,0.22855868258975542,0.07773511767659863,0.05056293435422643,0.0,0.2655089927954719,0.9248390898303667,0.8377182227333823,0.7714413174102446
WORK,MAL,R1,55,0.07516091016963333,0.032119227039739795,0.16228177726661772,0.22855868258975542,0.07773511767659863,0.05056293435422643,0.0,0.2655089927954719,0.9248390898303667,0.8377182227333823,0.7714413174102446
WORK,MAT,R0,1071,0.06780675145470894,0.03877035072505697,0.18967523653331164,0.25749193318002417,0.07937883494218267,0.06016293220281129,0.0,0.4950398511801868,0.9321932485452911,0.8103247634666884,0.7425080668199758
WORK,MAT,R1,1071,0.06780675145470894,0.03877035072505697,0.18967523653331164,0.25749193318002417,0.07937883494218267,0.06016293220281129,0.0,0.4950398511801868,0.9321932485452911,0.8103247634666884,0.7425080668199758
WORK,MIC,R0,105,0.05799056263466218,0.02971992099274101,0.15606063440082124,0.17695789909126988,0.07027081769721054,0.044211175531912825,0.0023608829491333916,0.18448890868934997,0.9420094373653378,0.8439393655991787,0.8230421009087301
WORK,MIC,R1,105,0.05799056263466218,0.02971992099274101,0.15606063440082124,0.17695789909126988,0.07027081769721054,0.044211175531912825,0.0023608829491333916,0.18448890868934997,0.9420094373653378,0.8439393655991787,0.8230421009087301
WORK,MRK,R0,678,0.06327463314875148,0.03645494078831707,0.18071609912531905,0.2485395579355932,0.07358141780203285,0.058514140101648945,0.0,0.5350452401879036,0.9367253668512485,0.819283900874681,0.7514604420644068
